,Product_Name,Ratings,Questions_Answered,Current_Price,Savings,Category,
57,Hallmark Vida Spanish 25th Anniversary Greeting Card (Anniversary Couple),6 ratings,[],$3.49 ,[],Office Products > Office & School Supplies > Paper > Cards & Card Stock > Greeting Cards,https://www.amazon.com/Hallmark-Vida-Anniversary-Greeting-Couple/dp/tech-data/B01LYP20XV%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYP20XV
58,Chamilia Cookie Cutter Bead Charm,[],[],[],[],"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets > Charms > Bead",https://www.amazon.com/Chamilia-Cookie-Cutter-Bead-Charm/dp/tech-data/B01LYP2KJD%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYP2KJD
59,"PHOTNO Women Lace Floral Bralette Bralet Bra Bustier Crop Top Cami Unpadded Tank (M, White)",[],[],[],[],[],https://www.amazon.com/PHOTNO-Floral-Bralette-Bustier-Unpadded/dp/tech-data/B01LYP4JFG?SubscriptionId=AKIAJZVN57AVTBBCDT2Q&tag=randomking20-20%20&linkCode=xm2&camp=2025&creative=386001&creativeASIN=B01LYP4JFG
60,"Parker IM Rollerball Pen, Black Lacquer Chrome Trim with Fine Point Black Ink Refill (1975540)",193 ratings,26 answered questions,$22.44 ,[],Office Products > Office & School Supplies > Writing & Correction Supplies > Pens & Refills > Pen Refills,https://www.amazon.com/Parker-Rollerball-Lacquer-Chrome-1975540/dp/tech-data/B01LYP5JGV%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYP5JGV
61,If You Need Anything From Me. Reconsider. T-Shirt,[],[],[],[],"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts",https://www.amazon.com/You-Need-Anything-Reconsider-T-Shirt/dp/tech-data/B01LYPB0HM%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPB0HM
62,"Turtlescreen Premium Quality Replacement Screen Compatible with iPhone 6 Plus, LCD Display & Touch Screen Digitizer Full Assembly (Front camera, Ear speaker & Proximity Sensor) Repair Kit - White",49 ratings,13 answered questions,$29.99 ,[],Cell Phones & Accessories > Accessories > Replacement Parts,https://www.amazon.com/Turtle-Screen-Original-Replacement-Digitizer/dp/tech-data/B01LYPBMN9%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPBMN9
63,Knitter's Pride Fixed Circular Needle Case (Eternity),33 ratings,5 answered questions,$23.93 ,[],"Arts, Crafts & Sewing > Knitting & Crochet > Knitting Needles",https://www.amazon.com/Eternity-Fixed-Circular-Needle-Case-/dp/tech-data/B01LYPD1GM%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPD1GM
64,"Kanye West Autographed""late registration"" Album. Signed on cover. Beckett Authentication (BAS) COA.",[],[],$499.00 ,[],Collectibles & Fine Art > Entertainment > Movies & Music > Vinyl Records,https://www.amazon.com/Autographed-registration-Album-Signed-cover/dp/tech-data/B01LYPD6AT?SubscriptionId=AKIAJZVN57AVTBBCDT2Q&tag=randomking20-20%20&linkCode=xm2&camp=2025&creative=386001&creativeASIN=B01LYPD6AT
65,Plantronics RIG 4VR - VR Gaming Headset for PlayStation VR,36 ratings,7 answered questions,$48.48 ,$11.51 (19%),Video Games > PlayStation 4 > Accessories > Headsets,https://www.amazon.com/Plantronics-RIG-4VR-Headset-Playstation/dp/tech-data/B01LYPEQE2?SubscriptionId=AKIAJZVN57AVTBBCDT2Q&tag=randomking20-20%20&linkCode=xm2&camp=2025&creative=386001&creativeASIN=B01LYPEQE2
66,"iPhone 7 Plus Mirror Case for Women Girl, Q-Shox [Rose] [Love Series] Luxury Makeup Soft Flexible Case for iPhone 7 Plus",23 ratings,4 answered questions,[],[],"Cell Phones & Accessories > Cases, Holsters & Sleeves > Basic Cases",https://www.amazon.com/Shock-Absorption-Flexible-Anti-Scratch-Reflection-Protective/dp/tech-data/B01LYPK56E%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPK56E
67,JUMBO Gift Baskets Fresh Variety of Gourmet Nuts - Miniature Handmade Teddy & Flowers - Holiday Gifts Idea for Men Women and Family - 2 Lb Tray (Mini Wishes),39 ratings,[],[],[],Grocery & Gourmet Food > Candy & Chocolate > Candied & Chocolate-Covered Snacks,https://www.amazon.com/Gourmet-Miniature-Flowers-Mini-Wishes/dp/tech-data/B01LYPKHE9%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPKHE9
68,Baby Toddlers Girls Tulle Skirt Super Soft Classic 5 Layers Princess Tutu Skirts (6M-15Years),[],[],[],[],"Clothing, Shoes & Jewelry > Baby > Baby Girls > Clothing > Bottoms > Skirts, Skooters & Skorts",https://www.amazon.com/Toddlers-Classic-Layers-Princess-6M-15Years/dp/tech-data/B01LYPLOER%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPLOER
69,Seeksmile Unisex Lycra Spandex Zentai Halloween Cosplay Costumes,[],23 answered questions,[],[],[],https://www.amazon.com/Seeksmile-Spandex-Halloween-Costumes-Deadpool/dp/tech-data/B01LYPUZKL%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYPUZKL
70,Rebel Transport #293/350 (Trading Card) 2012 Topps Star Wars Galactic Files - [Base] - Blue #284,[],[],[],[],Collectibles & Fine Art > Entertainment > Trading Cards,https://www.amazon.com/Rebel-Transport-Trading-Topps-Galactic/dp/tech-data/B01LYPVZPB?SubscriptionId=AKIAJZVN57AVTBBCDT2Q&tag=randomking20-20%20&linkCode=xm2&camp=2025&creative=386001&creativeASIN=B01LYPVZPB
71,Billy Bryan Ghostbusters Stay Puft Marshmallow Man #13 Original Autographed 8x10 Photo,[],[],[],[],Collectibles & Fine Art > Entertainment > Photographs,https://www.amazon.com/Billy-Ghostbusters-Marshmallow-Original-Autographed/dp/tech-data/B01LYQ5G0N%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYQ5G0N
72,"Ikevan Vintage Square American Flag Pillow Case Sofa Waist Throw Cushion Cover Home Decor(18"" x 18"") (Blue&Red)",17 ratings,[],$4.90 ,[],"Home & Kitchen > Bedding > Decorative Pillows, Inserts & Covers > Throw Pillow Covers",https://www.amazon.com/Ikevan-Vintage-Square-American-Cushion/dp/tech-data/B01LYQ5VVX?SubscriptionId=AKIAJZVN57AVTBBCDT2Q&tag=randomking20-20%20&linkCode=xm2&camp=2025&creative=386001&creativeASIN=B01LYQ5VVX
73,"SOL REPUBLIC Amps Air Totally Wireless Bluetooth Earbuds – Premium Sound, Sweat & Rain Resistant, 2200mAh Portable Phone Charger, Music & Siri Control, Secure Fit for Workouts, SOL-EP1190GD Rose Gold",233 ratings,72 answered questions,$97.95 ,[],[],https://www.amazon.com/Republic-Truly-Wireless-Black-SOL-EP1190GD/dp/tech-data/B01LYQ7H7B%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYQ7H7B
74,Drawstring Tote Backpack Bag Becky Lynch SmackDown Champion Nylon Home Travel Sport Storage,1 rating,[],[],[],"Clothing, Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Drawstring Bags",https://www.amazon.com/Drawstring-Backpack-SmackDown-Champion-Storage/dp/tech-data/B01LYQ9MG1%3FSubscriptionId%3DAKIAJZVN57AVTBBCDT2Q%26tag%3Drandomking20-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D386001%26creativeASIN%3DB01LYQ9MG1
75,"Grant Howard 50899 16 oz Italian Chef Oil and Vinegar Cruet, Clear",5 ratings,[],$10.00 ,[],Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Oil Sprayers & Dispensers > Cruets,https://www.amazon.com/Grant-Howard-50899-Italian-Vinegar/dp/tech-data/B01LYQACR1?SubscriptionId=AKIAJZVN57AVTBBCDT2Q&tag=randomking20-20%20&linkCode=xm2&camp=2025&creative=386001&creativeASIN=B01LYQACR1
